Unnamed: 0,Product,Review_Summary,Rating
151200,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Bad,1
151201,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,5
151202,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",super,5
151203,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Worest quality,1
151204,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good product value for money,5
151205,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Super ??ø??,5
151206,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product ???????,5
151207,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Product good,5
151208,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This is so good,5
151209,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good product prompt service thanks flipcart,5
151210,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Great product in this range,5
151211,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151212,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)","Products quality is average, Looking is good in this price",4
151213,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",I really liked the order,5
151214,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Don't buy bad shoes....,1
151215,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Best,5
151216,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This is the best shoes,5
151217,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very bad quality,1
151218,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Looks good but quality is not so good and not comfortable at all,1
151219,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Value For money Best Product ????,5
151220,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Ok,5
151221,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)","It's really good ???, nice shoes",5
151222,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Quality of product was not much as expected,3
151223,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice ????,4
151224,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Worth to price amount,5
151225,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Awesome productIt is a value for money product,5
151226,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Not best but better in my leg in this price but I am not happy ok,3
151227,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151228,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Unbelievable product really it is the best shoe .,5
151229,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",It's beautiful!!! Thank you so much Flipkart ????,5
151230,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Avarage,3
151231,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This is a brilliant product... Great quality and colour loved it.....,5
151232,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice ????????????,4
151233,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,4
151234,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,3
151235,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Comfortable and Nice quality,5
151236,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,4
151237,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice product ??????¯??????¯?????????¯Comfortable product for me ????????????According to price very good,4
151238,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice products,4
151239,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)","Quality is so bad! It has bended the 1st time I wore. Though shoe looks awesome, it lacks in quality and I regret buying it.",1
151240,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This is too good product,5
151241,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good job,5
151242,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151243,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice products quality was good to the value of shoes,5
151244,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Amazing ??? shoe,5
151245,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Worst quality,1
151246,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151247,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice product and fully use of money every one try it and it is very comfortable ..,5
151248,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Not bad,5
151249,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Super ??? awesome ????,5
151250,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",,5
151251,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Product is good worth of money,3
151252,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product very quality full,5
151253,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice shoes ??????????????,5
151254,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",,5
151255,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice shoes ????????,5
151256,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151257,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Same as show,5
151258,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Don't waste your money,1
151259,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",osm,5
151260,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,5
151261,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Average product light weight shoes ????,3
151262,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice lowest price,3
151263,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Awesome,5
151264,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",The quality of this was so badd,2
151265,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very good product ?????????,5
151266,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",,5
151267,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151268,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good shoes,4
151269,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151270,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Superb pridect,5
151271,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good product,5
151272,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very good quality,5
151273,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This shoe is very good for such a low price,4
151274,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,4
151275,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",,5
151276,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Awesome,5
151277,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",good product,5
151278,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very fantastic ????????,5
151279,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Worsted,1
151280,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This is bad product,1
151281,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,3
151282,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very bad quality,1
151283,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",This product is excellent,5
151284,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Exactly awesome,5
151285,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Bad quality ????????,1
151286,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Cheap quality no comment,1
151287,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",,5
151288,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Exlent product,4
151289,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)","Nice product but unconfatable thish shue use,",3
151290,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice ????,4
151291,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,5
151292,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Bad,1
151293,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good shoe but dirty quickly,4
151294,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",It's not good. This shoes like a school shoes my money is wasted ????????,1
151295,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Value for money?????¯,3
151296,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice,5
151297,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Looking average,3
151298,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",,5
151299,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Uncomfortable,1
151300,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Worthy product,4
151301,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good product ???,5
151302,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice ????????? prody so super in,5
151303,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,4
151304,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",It's ok,3
151305,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,5
151306,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very poor quality of the product,1
151307,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,3
151308,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",It's too bad  I don't like it,1
151309,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Shoes are not good and quality is bad.,1
151310,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151311,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very good product,4
151312,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,5
151313,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,4
151314,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Best shoes at this price,3
151315,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Super,5
151316,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Not dat great,2
151317,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151318,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product but low  quality,2
151319,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good Quality product,4
151320,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,4
151321,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151322,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Low products Quality,1
151323,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,5
151324,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good Product,4
151325,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151326,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Shoes is nice but they get dirty soon,5
151327,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",NICE PRODUCT BUT SOME LITTLE QUALITY DIFFERENT.  BUT NICE PRODUCT.. KINDLY GO THROUGH IT AND PURCHASED IT.,4
151328,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very bad product,1
151329,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Average,3
151330,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)","The product is so very poor quality ????, waste of money",1
151331,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Avarage product,4
151332,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very bad shoes wast of money,2
151333,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Excellent,5
151334,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Comfortable,5
151335,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",I have very bad experience to avail that products. One sides of a pair shooes was delivered me when I want to return that products it was told me that we can't accept that products due to dirty. Really very bad experience.,1
151336,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Waste money,2
151337,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice shoes great looks and better quality.can buy this,5
151338,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",SUPER AND NO.1 QUALITY PRODUCT...VERY GOOD ITEM...ITS ORIGINAL PRODUCT...MUST BYE IT...5/5,5
151339,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151340,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Medium quality product,2
151341,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very nice product,1
151342,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,5
151343,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Product is good,5
151344,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Super se v upr thanks Flipkart,5
151345,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice,3
151346,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",NICE product,5
151347,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Worth it,5
151348,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,3
151349,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Don't buy,2
151350,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Awesome product,5
151351,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good product,5
151352,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very bad quality...,1
151353,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Very very very bad product if Flipkart provide free then also I will not wear this type of shows very very poor shows ??????¬??????¬??????¬,1
151354,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Wrost shoes ever don't buy,1
151355,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,3
151356,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product This best shoes,5
151357,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,4
151358,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Good,4
151359,"Synthetic Leather |Lightweight|Comfort|Summer|Trendy|Walking|Outdoor|Daily Use Sneakers For Men?ÿ?ÿ(White, Black, Red)",Nice product,5
